pdbId	chainIds1	chainIds2	scopes1	scopes2
2xqr	A	B	0.0.0.0	a.29.6.1
2aw2	B	A	g.24.1.1:g.24.1.1	b.1.1.1
2qme	A	I	c.37.1.8	0.0.0.0
1ugh	E	I	c.18.1.1	d.17.5.1
5jen	A	B	0.0.0.0	d.2.1.0
5mrv	A	C	0.0.0.0	0.0.0.0
4fmc	E	F	0.0.0.0	0.0.0.0
3p71	T	C	c.66.1.0	d.159.1.3
5clq	A	B	0.0.0.0	0.0.0.0
4r11	B	A	0.0.0.0	a.118.1.0
4pg4	B	A	0.0.0.0	0.0.0.0
5c2j	A	B	0.0.0.0	c.37.1.8
2p24	A	B	b.1.1.2:d.19.1.1	0.0.0.0
5jqs	D	A	d.15.1.1	0.0.0.0
4xh9	B	A	c.37.1.8	0.0.0.0
4i6l	A	B	d.3.1.0	d.15.1.1
5vzt	A	B	a.157.1.1:d.42.1.0	0.0.0.0
4c0o	A	C	0.0.0.0	0.0.0.0
5jds	B	A	0.0.0.0	b.1.1.0
4ol0	B	A	0.0.0.0	c.37.1.8
4oud	A	B	0.0.0.0	0.0.0.0
1t6b	Y	X	c.62.1.1	b.179.1.1:f.60.1.1
4zrq	A	C	0.0.0.0	0.0.0.0
2pvd	B	A	b.34.4.3	g.36.1.1
2pkg	C	A	g.92.1.1	a.118.1.2
3oja	B	A	0.0.0.0	0.0.0.0
6bca	B	F	0.0.0.0	c.37.1.8
4zlk	A	B	b.34.3.0:c.37.1.9	a.39.1.5
4b1x	M	B	0.0.0.0	0.0.0.0
4c9b	A	B	c.37.1.19:c.37.1.19	0.0.0.0
6c12	D	B	a.218.1.0	a.7.3.1:c.3.1.4:d.168.1.1
4y66	A	B	0.0.0.0	0.0.0.0
2gsk	A	B	f.4.3.3	d.212.1.2
3l0w	A	B	d.131.1.2	0.0.0.0
5tqb	A	B	0.0.0.0	0.0.0.0
4js0	B	A	0.0.0.0	0.0.0.0
3uze	C	A	b.1.18.4	b.1.1.0:b.1.1.0
2b42	B	A	b.29.1.11	b.50.1.2
2y9x	A	E	0.0.0.0	0.0.0.0
5doi	E	A	0.0.0.0	0.0.0.0
5t87	A	E	0.0.0.0	0.0.0.0
5f21	B	A	b.1.1.0	c.23.14.3
4c7n	A	B	0.0.0.0	0.0.0.0
3uzq	B	A	b.1.18.4	b.1.1.0:b.1.1.0
2dzo	A	B	d.211.1.1	0.0.0.0
4i0c	A	D	d.2.1.2	b.1.1.1
1zjd	B	A	g.8.1.1	b.47.1.2
3nc1	A	C	0.0.0.0	0.0.0.0
1tdq	A	B	b.1.2.1:b.1.2.1:b.1.2.1	d.169.1.1
4iyp	C	A	0.0.0.0	0.0.0.0
3lww	B	A	0.0.0.0	a.118.1.1
5cer	A	B	0.0.0.0	0.0.0.0
4kt1	E	A	g.3.9.1	0.0.0.0
5f5t	A	C	a.118.30.1	0.0.0.0
3cfj	H	L	b.1.1.1:b.1.1.2	b.1.1.0:b.1.1.2
4myw	B	A	0.0.0.0	b.1.1.1
4zkt	A	B	0.0.0.0	0.0.0.0
4goj	A	C	c.37.1.8	0.0.0.0
4cxa	D	C	a.74.1.1:a.74.1.1	d.144.1.0
3ixs	B	A	0.0.0.0	0.0.0.0
5v69	A	B	d.15.1.0:d.3.1.23	d.15.1.1
4yr8	G	E	c.45.1.0	d.144.1.7
1wmi	D	C	a.137.13.0	d.298.1.2
5fr1	A	B	c.37.1.0	b.1.18.8
4qfq	A	B	0.0.0.0	0.0.0.0
5tdy	B	A	0.0.0.0	0.0.0.0
4bvy	B	A	0.0.0.0	0.0.0.0
4x57	A	B	d.20.1.0	d.15.1.0
4an7	A	B	b.47.1.2	0.0.0.0
4aye	A	D	0.0.0.0	0.0.0.0
2ntf	L	H	b.1.1.1:b.1.1.2	0.0.0.0
5bqm	A	B	0.0.0.0	0.0.0.0
1syx	A	B	c.47.1.8	d.76.1.1
3daw	B	A	d.109.1.0	c.55.1.1:c.55.1.1
1h2u	X	A	d.58.7.1	a.118.1.14:a.118.1.14:a.118.1.14
3qbt	A	B	c.37.1.8	0.0.0.0
4cc4	B	A	b.34.2.0	b.1.18.0:c.10.2.0
3wxe	B	A	d.15.1.1:d.15.1.1	0.0.0.0
4i4s	B	A	0.0.0.0	0.0.0.0
2q97	T	A	0.0.0.0	c.55.1.1:c.55.1.1
2gwf	A	B	c.46.1.4	d.345.1.1
5mtj	B	A	b.1.2.0	d.93.1.0
4jqw	C	A	d.15.1.1	0.0.0.0
1ow3	A	B	a.116.1.1	c.37.1.8
5o74	B	A	c.37.1.8	0.0.0.0
3p9w	A	B	g.17.1.1	b.1.1.1
4rt6	A	B	0.0.0.0	b.66.1.0
3o3n	B	A	0.0.0.0	0.0.0.0
4zrk	A	E	a.11.2.0:b.55.1.0:d.15.1.0	0.0.0.0
1nbf	A	D	d.3.1.9	d.15.1.1
3ej1	A	B	0.0.0.0	a.74.1.1:a.74.1.1
4p5t	C	D	0.0.0.0	0.0.0.0
5lgn	A	B	0.0.0.0	0.0.0.0
5dhx	C	B	0.0.0.0	b.1.1.0:b.1.1.0
2dcu	A	B	0.0.0.0	0.0.0.0
2wg4	A	B	d.65.1.2	0.0.0.0
5ghs	C	A	0.0.0.0	0.0.0.0
4p2y	A	B	0.0.0.0	a.39.1.2
3tu3	A	B	0.0.0.0	0.0.0.0
5jcz	B	A	a.118.27.1	c.37.1.0
3kw5	A	B	d.3.1.6	d.15.1.1
3h9r	B	A	d.26.1.1	d.144.1.7
4b1w	M	B	0.0.0.0	0.0.0.0
1l4z	A	B	b.47.1.2	d.15.5.1
3v89	B	A	0.0.0.0	0.0.0.0
1buh	B	A	d.97.1.1	d.144.1.7
3e2u	A	E	b.34.10.1	0.0.0.0
1onq	B	A	b.1.1.2	b.1.1.2:d.19.1.1
3d2e	A	B	0.0.0.0	c.55.1.1:c.55.1.1
4e17	B	A	0.0.0.0	a.24.9.1:a.24.9.1
1foe	B	A	c.37.1.8	a.87.1.1:b.55.1.1
2wax	B	A	0.0.0.0	c.37.1.0
3tgj	E	I	b.47.1.2	g.8.1.1
2a6k	H	L	b.1.1.1:b.1.1.2	0.0.0.0
1u0s	A	Y	d.58.24.1	c.23.1.1
5gux	B	C	0.0.0.0	0.0.0.0
3q87	B	A	0.0.0.0	0.0.0.0
2pms	C	A	h.4.19.1	0.0.0.0
3lbx	B	A	0.0.0.0	0.0.0.0
3mc0	A	B	b.1.1.1	b.40.2.0:d.15.6.0
1fle	I	E	g.3.14.1	b.47.1.2
4i1o	A	D	c.37.1.8	0.0.0.0
2io1	B	A	d.15.1.1	d.3.1.7
5h92	C	A	d.15.4.1	0.0.0.0
2vrr	B	A	d.15.1.0	d.20.1.1
5dc0	A	B	b.1.2.0	d.93.1.1
4gaf	A	B	b.42.1.2	b.1.1.4:b.1.1.4:b.1.1.4
4qhl	A	B	0.0.0.0	0.0.0.0
2uy7	B	A	b.2.3.2	b.1.11.1:b.7.2.1
4rhb	B	A	0.0.0.0	0.0.0.0
5m94	B	A	b.1.1.1	0.0.0.0
5ky7	B	A	0.0.0.0	0.0.0.0
3wrx	C	A	0.0.0.0	0.0.0.0
2f9j	A	P	d.58.7.1	0.0.0.0
3fpn	B	A	0.0.0.0	0.0.0.0
2d07	B	A	d.15.1.1	c.18.1.2
3mdy	A	B	d.144.1.7	d.26.1.1
1wq1	G	R	a.116.1.2	c.37.1.8
3cjs	B	A	d.47.1.1	0.0.0.0
